unigram,repetation,polarity,sentiment
nmeanwhile,1,0.0,neutral
haters,1,0.0,neutral
shorta,1,0.0,neutral
paediatric,1,0.0,neutral
intensive,1,0.0,neutral
beds,1,0.0,neutral
department,1,0.0,neutral
sanctioned,1,0.0,neutral
combat,1,0.0,neutral
specialist,1,0.0,neutral
serve,1,0.0,neutral
dis,1,0.0,neutral
seer,1,0.0,neutral
secrets,1,0.0,neutral
defying,1,0.0,neutral
contouring,1,0.0,neutral
masque,1,0.0,neutral
nbuy,1,0.0,neutral
diagnosis,1,0.0,neutral
onset,1,0.0,neutral
alzheimersdisease,1,0.0,neutral
corinne,1,0.0,neutral
mike,1,0.0,neutral
devoted,1,0.0,neutral
caregiver,1,0.0,neutral
nvaccinating,1,0.0,neutral
nkudos,1,0.0,neutral
everyo,1,0.0,neutral
called,1,0.0,neutral
distancing,1,0.0,neutral
coronasituation,1,0.0,neutral
staysafe,1,0.0,neutral
russia,1,0.0,neutral
seeks,1,0.0,neutral
nod,1,0.0,neutral
ort,1,0.0,neutral
sputnik,1,0.0,neutral
manufactured,1,0.0,neutral
hetero,1,0.0,neutral
biopharma,1,0.0,neutral
norder,1,0.0,neutral
filled,1,0.4,positive
pump,1,0.0,neutral
ndeal,1,0.0,neutral
x,1,0.0,neutral
nrest,1,0.0,neutral
buying,1,0.0,neutral
schoolsreopen,1,0.0,neutral
led,1,0.0,neutral
nwith,1,0.0,neutral
toolset,1,0.0,neutral
nnowadays,1,0.0,neutral
yo,1,0.0,neutral
easy,1,0.43333333333333335,positive
earn,1,0.0,neutral
points,1,0.0,neutral
njoin,1,0.0,neutral
november,1,0.0,neutral
based,1,0.0,neutral
standards,1,0.0,neutral
section,1,0.0,neutral
student,1,0.0,neutral
bodies,1,0.0,neutral
compelling,1,0.3,positive
graph,1,0.0,neutral
worlds,1,0.0,neutral
unionhealthministry,1,0.0,neutral
npart,1,0.0,neutral
ii,1,0.0,neutral
june,1,0.0,neutral
july,1,0.0,neutral
dhamaka,1,0.0,neutral
panel,1,0.0,neutral
discus,1,0.0,neutral
leadercath,1,0.0,neutral
reliable,1,0.0,neutral
radial,1,0.0,neutral
arterial,1,0.0,neutral
placed,1,0.0,neutral
seldinger,1,0.0,neutral
te,1,0.0,neutral
weekly,1,0.0,neutral
round,1,-0.2,negative
npresented,1,0.0,neutral
added,1,0.0,neutral
ticker,1,0.0,neutral
nhappening,1,0.0,neutral
cu,1,0.0,neutral
fatalities,1,0.0,neutral
updat,1,0.0,neutral
achivement,1,0.0,neutral
congrats,1,0.0,neutral
team,1,0.0,neutral
cova,1,0.0,neutral
firstdose,1,0.0,neutral
status,1,0.0,neutral
diu,1,0.0,neutral
mahanta,1,0.0,neutral
puducherry,1,0.0,neutral
witnesses,1,0.0,neutral
hospitalise,1,0.0,neutral
zealand,1,0.0,neutral
later,1,0.0,neutral
packed,1,0.0,neutral
calendar,1,0.0,neutral
pushed,1,0.0,neutral
fibromyalgia,1,0.0,neutral
prominent,1,0.5,positive
feature,1,0.0,neutral
acute,1,0.6,positive
syndrome,1,0.0,neutral
spectrum,1,0.0,neutral
obesity,1,0.0,neutral
male,1,0.0,neutral
synergist,1,0.0,neutral
cut,1,0.0,neutral
cake,1,0.0,neutral
benchmark,1,0.0,neutral
services,1,0.0,neutral
underprivileged,1,0.0,neutral
sections,1,0.0,neutral
society,1,0.0,neutral
rural,1,0.0,neutral
die,1,0.0,neutral
cancer,1,0.0,neutral
partner,1,0.0,neutral
interested,1,0.25,positive
transfer,1,0.0,neutral
manufacturing,1,0.0,neutral
indigenous,1,0.0,neutral
speeches,1,0.0,neutral
positivities,1,0.0,neutral
brings,1,0.0,neutral
positivevibes,1,0.0,neutral
campus,1,0.0,neutral
cmrnps,1,0.0,neutral
preventable,1,0.0,neutral
unacceptable,1,0.0,neutral
weather,1,0.0,neutral
nthsense,1,0.0,neutral
produc,1,0.0,neutral
awareness,1,0.0,neutral
initiative,1,0.0,neutral
nlets,1,0.0,neutral
collectively,1,0.0,neutral
civil,1,0.0,neutral
loration,1,0.0,neutral
wonder,1,0.0,neutral
hostels,1,0.0,neutral
leo,1,0.0,neutral
gravity,1,0.0,neutral
reviewers,1,0.0,neutral
publishing,1,0.0,neutral
editor,1,0.0,neutral
understand,1,0.0,neutral
aware,1,0.25,positive
resources,1,0.0,neutral
yogiadityanath,1,0.0,neutral
riots,1,0.0,neutral
strict,1,0.0,neutral
influential,1,0.0,neutral
fillip,1,0.0,neutral
ninteracting,1,0.0,neutral
popula,1,0.0,neutral
conversation,1,0.0,neutral
nkiara,1,0.0,neutral
welde,1,0.0,neutral
cc,1,0.0,neutral
nramya,1,0.0,neutral
srinivasan,1,0.0,neutral
authors,1,0.0,neutral
pregnantwomen,1,0.0,neutral
vladimir,1,0.0,neutral
putin,1,0.0,neutral
entourage,1,0.0,neutral
billion,1,0.0,neutral
someone,1,0.0,neutral
ignores,1,0.0,neutral
ipl,1,0.0,neutral
csk,1,0.0,neutral
lebanon,1,0.0,neutral
disrupted,1,0.0,neutral
protests,1,0.0,neutral
swept,1,0.0,neutral
somebody,1,0.0,neutral
approach,1,0.0,neutral
friend,1,0.0,neutral
behavio,1,0.0,neutral
advised,1,0.0,neutral
central,1,0.0,neutral
aiims,1,0.0,neutral
autonomous,1,0.4,positive
begins,1,0.0,neutral
youngchildren,1,0.0,neutral
recover,1,0.0,neutral
singh,1,0.0,neutral
cleverly,1,0.16666666666666666,positive
safetravels,1,0.0,neutral
emojigames,1,0.0,neutral
sero,1,0.0,neutral
nanti,1,0.0,neutral
tool,1,0.0,neutral
globally,1,0.0,neutral
newaitool,1,0.0,neutral
global,1,0.0,neutral
cnobody,1,0.0,neutral
encouraging,1,0.0,neutral
hesitancy,1,0.0,neutral
bit,1,0.0,neutral
weaken,1,0.0,neutral
sharp,1,-0.125,negative
please,1,0.0,neutral
mallcom,1,0.0,neutral
introduce,1,0.0,neutral
range,1,0.0,neutral
designer,1,0.0,neutral
surgical,1,0.0,neutral
variety,1,0.0,neutral
colours,1,0.0,neutral
design,1,0.0,neutral
itc,1,0.0,neutral
employees,1,0.0,neutral
shot,1,0.0,neutral
kangra,1,0.0,neutral
hamirpur,1,0.0,neutral
mandi,1,0.0,neutral
bilaspur,1,0.0,neutral
una,1,0.0,neutral
article,1,0.0,neutral
newsmobile,1,0.0,neutral
snews,1,0.0,neutral
primetime,1,0.0,neutral
topnews,1,0.0,neutral
manila,1,0.0,neutral
resp,1,0.0,neutral
residential,1,0.0,neutral
airpurifier,1,0.0,neutral
value,1,0.0,neutral
mn,1,0.0,neutral
cagr,1,0.0,neutral
download,1,0.0,neutral
sample,1,0.0,neutral
mutations,1,0.0,neutral
occur,1,0.0,neutral
variants,1,0.0,neutral
inherent,1,0.0,neutral
dr,1,0.0,neutral
randi,1,0.0,neutral
deals,1,0.0,neutral
facescru,1,0.0,neutral
nbryan,1,0.0,neutral
candy,1,0.0,neutral
newyork,1,0.0,neutral
lion,1,0.0,neutral
de,1,0.0,neutral
tan,1,0.0,neutral
hongkong,1,0.0,neutral
gay,1,0.4166666666666667,positive
postponed,1,0.0,neutral
amid,1,0.0,neutral
oakridge,1,0.0,neutral
becomes,1,0.0,neutral
offer,1,0.0,neutral
class,1,0.0,neutral
cambridge,1,0.0,neutral
program,1,0.0,neutral
informed,1,0.0,neutral
camps,1,0.0,neutral
kovai,1,0.0,neutral
current,1,0.0,neutral
remain,1,0.0,neutral
administration,1,0.0,neutral
rolls,1,0.0,neutral
forms,1,0.0,neutral
communications,1,0.0,neutral
mass,1,0.0,neutral
persuasion,1,0.0,neutral
monthly,1,0.0,neutral
mid,1,0.0,neutral
cap,1,0.0,neutral
fund,1,0.0,neutral
sip,1,0.0,neutral
irr,1,0.0,neutral
amount,1,0.0,neutral
prevent,1,0.0,neutral
vitamind,1,0.0,neutral
applying,1,0.0,neutral
backward,1,0.0,neutral
lockdowns,1,0.0,neutral
finish,1,0.0,neutral
longcovid,1,0.0,neutral
majority,1,0.0,neutral
infec,1,0.0,neutral
meaning,1,0.0,neutral
obsessive,1,0.0,neutral
compulsive,1,0.0,neutral
disorder,1,0.0,neutral
blurred,1,0.0,neutral
overtime,1,0.0,neutral
ent,1,0.0,neutral
mostly,1,0.5,positive
unknown,1,-0.1,negative
prof,1,0.0,neutral
ch,1,0.0,neutral
blended,1,0.0,neutral
model,1,0.0,neutral
adjustment,1,0.0,neutral
holiday,1,0.0,neutral
schedules,1,0.0,neutral
undertaken,1,0.0,neutral
liquor,1,0.0,neutral
shops,1,0.0,neutral
gst,1,0.0,neutral
council,1,0.0,neutral
announces,1,0.0,neutral
friendly,1,0.375,positive
measures,1,0.0,neutral
ends,1,0.0,neutral
concessions,1,0.0,neutral
cause,1,0.0,neutral
hypo,1,0.0,neutral
bacterial,1,0.0,neutral
pne,1,0.0,neutral
share,1,0.0,neutral
recognised,1,0.0,neutral
sakshitv,1,0.0,neutral
edition,1,0.0,neutral
sakshie,1,0.0,neutral
ellenceawards,1,0.0,neutral
strike,1,0.0,neutral
cleanupmashall,1,0.0,neutral
dadagiri,1,0.0,neutral
pics,1,0.0,neutral
hv,1,0.0,neutral
tiruvallurcollector,1,0.0,neutral
coronaawareness,1,0.0,neutral
coronaawarenesscampaign,1,0.0,neutral
wishing,1,0.0,neutral
contributing,1,0.0,neutral
sabkovaccinemuftvaccine,1,0.0,neutral
getti,1,0.0,neutral
charter,1,0.0,neutral
flight,1,0.0,neutral
passengers,1,0.0,neutral
digitalhealth,1,0.0,neutral
another,1,0.0,neutral
mple,1,0.0,neutral
beyond,1,0.0,neutral
obvious,1,0.0,neutral
effects,1,0.0,neutral
facilitating,1,0.0,neutral
cou,1,0.0,neutral
target,1,0.0,neutral
covishield,1,0.0,neutral
covidvaccinated,1,0.0,neutral
ntoday,1,0.0,neutral
ncovid,1,0.0,neutral
nyou,1,0.0,neutral
vacci,1,0.0,neutral
vaccin,1,0.0,neutral
rogers,1,0.0,neutral
useful,1,0.3,positive
hero,1,0.0,neutral
mr,1,0.0,neutral
javed,1,0.0,neutral
khan,1,0.0,neutral
driver,1,0.0,neutral
bhopal,1,0.0,neutral
converted,1,0.0,neutral
ambulance,1,0.0,neutral
alluarjun,1,0.0,neutral
prabhas,1,0.0,neutral
trending,1,0.0,neutral
img,1,0.0,neutral
quotes,1,0.0,neutral
youtube,1,0.0,neutral
youtuber,1,0.0,neutral
ps,1,0.0,neutral
previous,1,-0.16666666666666666,negative
rounds,1,0.0,neutral
stresses,1,0.0,neutral
biswakarmapuja,1,0.0,neutral
firstpost,1,0.0,neutral
start,1,0.0,neutral
outperform,1,0.0,neutral
means,1,0.0,neutral
sectoral,1,0.0,neutral
photo,1,0.0,neutral
events,1,0.0,neutral
kudos,1,0.0,neutral
empathetic,1,0.0,neutral
leaders,1,0.0,neutral
nmany,1,0.0,neutral
mina,1,0.0,neutral
dot,1,0.0,neutral
rebuying,1,0.0,neutral
nsome,1,0.0,neutral
missed,1,0.0,neutral
rally,1,0.0,neutral
newone,1,0.0,neutral
cif,1,0.0,neutral
tie,1,0.0,neutral
goal,1,0.0,neutral
things,1,0.0,neutral
herd,1,0.0,neutral
focused,1,0.0,neutral
vax,1,0.0,neutral
missing,1,-0.2,negative
factor,1,0.0,neutral
anti,1,0.0,neutral
nice,1,0.6,positive
veerandrasingh,1,0.0,neutral
hollywood,1,0.0,neutral
producers,1,0.0,neutral
actors,1,0.0,neutral
models,1,0.0,neutral
fitness,1,0.0,neutral
underneath,1,0.0,neutral
uk,1,0.0,neutral
impressive,1,1.0,positive
national,1,0.0,neutral
statistics,1,0.0,neutral
troubling,1,0.0,neutral
inequalities,1,0.0,neutral
ethnic,1,0.0,neutral
mahavasoolagadi,1,0.0,neutral
sachinwaze,1,0.0,neutral
ose,1,0.0,neutral
heat,1,0.0,neutral
arnabgoswami,1,0.0,neutral
ruli,1,0.0,neutral
parent,1,0.0,neutral
certainly,1,0.21428571428571427,positive
widened,1,0.0,neutral
understanding,1,0.0,neutral
mentalhealthbytripti,1,0.0,neutral
owing,1,0.0,neutral
mode,1,0.0,neutral
fin,1,0.0,neutral
symptomatic,1,0.0,neutral
treatme,1,0.0,neutral
provided,1,0.0,neutral
inoculated,1,0.0,neutral
ngreat,1,0.0,neutral
rated,1,0.0,neutral
smartmidline,1,0.0,neutral
vascular,1,0.0,neutral
device,1,0.0,neutral
peripheral,1,0.0,neutral
iv,1,0.0,neutral
infusion,1,0.0,neutral
lasting,1,0.0,neutral
targe,1,0.0,neutral
nworld,1,0.0,neutral
heartiest,1,0.0,neutral
plus,1,0.0,neutral
ncongratulations,1,0.0,neutral
achieving,1,0.0,neutral
tremendous,1,0.3333333333333333,positive
ag,1,0.0,neutral
bharat,1,0.0,neutral
proudly,1,0.8,positive
celebrating,1,0.0,neutral
happybdaymodiji,1,0.0,neutral
mil,1,0.0,neutral
grote,1,0.0,neutral
followed,1,0.0,neutral
pregcovid,1,0.0,neutral
registry,1,0.0,neutral
rati,1,0.0,neutral
unlock,1,0.0,neutral
chances,1,0.0,neutral
worries,1,0.0,neutral
doitc,1,0.0,neutral
sunday,1,0.0,neutral
published,1,0.0,neutral
surveillance,1,0.0,neutral
pivotal,1,0.5,positive
address,1,0.0,neutral
epidemics,1,0.0,neutral
nicge,1,0.0,neutral
nicolae,1,0.0,neutral
testemitanu,1,0.0,neutral
unive,1,0.0,neutral
anytime,1,0.0,neutral
gagand,1,0.0,neutral
np,1,0.0,neutral
dear,1,0.0,neutral
vi,1,0.0,neutral
blessings,1,0.0,neutral
lalbaugcharaja,1,0.0,neutral
bappa,1,0.0,neutral
listen,1,0.0,neutral
hon,1,0.0,neutral
balance,1,0.0,neutral
unutilized,1,0.0,neutral
big,1,0.0,neutral
syringe,1,0.0,neutral
protect,1,0.0,neutral
spaces,1,0.0,neutral
opening,1,0.0,neutral
essential,1,0.0,neutral
protocols,1,0.0,neutral
screen,1,0.0,neutral
cheeseburger,1,0.0,neutral
tunnel,1,0.0,neutral
ne,1,0.0,neutral
six,1,0.0,neutral
industrial,1,0.0,neutral
refurbishment,1,0.0,neutral
spotted,1,0.0,neutral
adorable,1,0.5,positive
crop,1,0.0,neutral
jeans,1,0.0,neutral
shopping,1,0.0,neutral
spree,1,0.0,neutral
shrutihaasan,1,0.0,neutral
dro,1,0.0,neutral
ffp,1,0.0,neutral
meltblown,1,0.0,neutral
sale,1,0.0,neutral
attractive,1,0.8,positive
price,1,0.0,neutral
manufacturer,1,0.0,neutral
mor,1,0.0,neutral
capital,1,0.0,neutral
andaman,1,0.0,neutral
nicobar,1,0.0,neutral
portblair,1,0.0,neutral
entryway,1,0.0,neutral
anse,1,0.0,neutral
beauty,1,0.0,neutral
serenity,1,0.0,neutral
karnataka,1,0.0,neutral
dos,1,0.0,neutral
interview,1,0.0,neutral
ale,1,0.0,neutral
ndra,1,0.0,neutral
marshall,1,0.0,neutral
freelance,1,0.0,neutral
discussing,1,0.0,neutral
austr,1,0.0,neutral
assist,1,0.0,neutral
performs,1,0.0,neutral
scanning,1,0.0,neutral
recording,1,0.0,neutral
facial,1,0.0,neutral
image,1,0.0,neutral
jo,1,0.0,neutral
cabinetsecretary,1,0.0,neutral
stepone,1,0.0,neutral
innovators,1,0.0,neutral
knowledge,1,0.0,neutral
astrostuffs,1,0.0,neutral
sundayvibes,1,0.0,neutral
followme,1,0.0,neutral
signs,1,0.0,neutral
degreecolleges,1,0.0,neutral
englishmedium,1,0.0,neutral
andhrapradesh,1,0.0,neutral
deadly,1,-0.2,negative
injections,1,0.0,neutral
put,1,0.0,neutral
risky,1,0.0,neutral
spike,1,0.0,neutral
proteins,1,0.0,neutral
quantity,1,0.0,neutral
reproductive,1,0.0,neutral
organs,1,0.0,neutral
males,1,0.0,neutral
females,1,0.0,neutral
coronavirusindiaupdate,1,0.0,neutral
coronavirusindia,1,0.0,neutral
protribe,1,0.0,neutral
ideal,1,0.9,positive
provider,1,0.0,neutral
handling,1,0.0,neutral
aging,1,0.0,neutral
via,1,0.0,neutral
profe,1,0.0,neutral
universities,1,0.0,neutral
undergraduate,1,0.0,neutral
parall,1,0.0,neutral
bookings,1,0.0,neutral
smaller,1,0.0,neutral
trickling,1,0.0,neutral
artisans,1,0.0,neutral
suddenly,1,0.0,neutral
durgapuja,1,0.0,neutral
fashion,1,0.0,neutral
civic,1,0.0,neutral
rt,1,0.0,neutral
pcr,1,0.0,neutral
returned,1,0.0,neutral
celebr,1,0.0,neutral
nature,1,0.0,neutral
towards,1,0.0,neutral
soft,1,0.1,positive
ident,1,0.0,neutral
africa,1,0.0,neutral
faces,1,0.0,neutral
shortfall,1,0.0,neutral
manageme,1,0.0,neutral
modihaitomumkinhai,1,0.0,neutral
innovation,1,0.0,neutral
never,1,0.0,neutral
calm,1,0.30000000000000004,positive
nprotect,1,0.0,neutral
beekayturbotmt,1,0.0,neutral
solidbharosa,1,0.0,neutral
wecare,1,0.0,neutral
afety,1,0.0,neutral
mansukh,1,0.0,neutral
mandaviya,1,0.0,neutral
repeated,1,0.0,neutral
misleading,1,0.0,neutral
sabko,1,0.0,neutral
muft,1,0.0,neutral
entity,1,0.0,neutral
company,1,0.0,neutral
abundant,1,0.6,positive
funds,1,0.0,neutral
op,1,0.0,neutral
ntota,1,0.0,neutral
everyone,1,0.0,neutral
garbage,1,0.0,neutral
meaningful,1,0.5,positive
sharana,1,0.0,neutral
meeting,1,0.0,neutral
northern,1,0.0,neutral
region,1,0.0,neutral
comprises,1,0.0,neutral
ganges,1,0.0,neutral
historical,1,0.0,neutral
monuments,1,0.0,neutral
cur,1,0.0,neutral
covidvacccine,1,0.0,neutral
raised,1,0.0,neutral
responding,1,0.0,neutral
eme,1,0.0,neutral
philippines,1,0.0,neutral
dies,1,0.0,neutral
ration,1,0.0,neutral
boostershots,1,0.0,neutral
centre,1,0.0,neutral
allows,1,0.0,neutral
flights,1,0.0,neutral
operate,1,0.0,neutral
pc,1,0.0,neutral
capacity,1,0.0,neutral
eases,1,0.0,neutral
fare,1,0.0,neutral
por,1,0.0,neutral
mumbaikar,1,0.0,neutral
ert,1,0.0,neutral
period,1,0.0,neutral
returns,1,0.0,neutral
cycle,1,0.0,neutral
campuses,1,0.0,neutral
activity,1,0.0,neutral
bed,1,0.0,neutral
sheet,1,0.0,neutral
needy,1,0.0,neutral
ca,1,0.0,neutral
join,1,0.0,neutral
cachar,1,0.0,neutral
fabulous,1,0.4,positive
suffering,1,0.0,neutral
coronadebat,1,0.0,neutral
thing,1,0.0,neutral
none,1,0.0,neutral
parties,1,0.0,neutral
opposition,1,0.0,neutral
gives,1,0.0,neutral
damn,1,0.0,neutral
pan,1,0.0,neutral
saturday,1,0.0,neutral
detect,1,0.0,neutral
progressing,1,0.0,neutral
leading,1,0.0,neutral
book,1,0.0,neutral
immediate,1,0.0,neutral
attention,1,0.0,neutral
panchayat,1,0.0,neutral
chennai,1,0.0,neutral
ml,1,0.0,neutral
cream,1,0.0,neutral
milk,1,0.0,neutral
aavin,1,0.0,neutral
energy,1,0.0,neutral
drink,1,0.0,neutral
meditate,1,0.0,neutral
groundwork,1,0.0,neutral
contented,1,0.0,neutral
mind,1,0.0,neutral
glow,1,0.0,neutral
motivation,1,0.0,neutral
completed,1,0.0,neutral
maintain,1,0.0,neutral
ramanath,1,0.0,neutral
jha,1,0.0,neutral
argument,1,0.0,neutral
ruling,1,0.0,neutral
dispensation,1,0.0,neutral
privatisation,1,0.0,neutral
banegaswasthindia,1,0.0,neutral
fit,1,0.4,positive
workout,1,0.0,neutral
fchildren,1,0.0,neutral
igiftlife,1,0.0,neutral
wearyourmask,1,0.0,neutral
form,1,0.0,neutral
god,1,0.0,neutral
bless,1,0.0,neutral
continuously,1,0.0,neutral
making,1,0.0,neutral
nfor,1,0.0,neutral
classrooms,1,0.0,neutral
bangladesh,1,0.0,neutral
sc,1,0.0,neutral
issued,1,0.0,neutral
notice,1,0.0,neutral
order,1,0.0,neutral
findings,1,0.0,neutral
challenges,1,0.0,neutral
organisational,1,0.0,neutral
reflected,1,0.0,neutral
highlighted,1,0.0,neutral
importance,1,0.0,neutral
hygiene,1,0.0,neutral
ignoring,1,0.0,neutral
sani,1,0.0,neutral
organised,1,0.0,neutral
equity,1,0.0,neutral
akin,1,0.0,neutral
revolution,1,0.0,neutral
brillia,1,0.0,neutral
size,1,0.0,neutral
saw,1,0.0,neutral
secon,1,0.0,neutral
naysayers,1,0.0,neutral
defaming,1,0.0,neutral
efforts,1,0.0,neutral
stood,1,0.0,neutral
stand,1,0.0,neutral
uni,1,0.0,neutral
suggest,1,0.0,neutral
inclusive,1,0.0,neutral
diverse,1,0.0,neutral
connected,1,0.0,neutral
backs,1,0.0,neutral
florida,1,0.0,neutral
mandates,1,0.0,neutral
hosp,1,0.0,neutral
starting,1,0.0,neutral
opd,1,0.0,neutral
hav,1,0.0,neutral
andhra,1,0.0,neutral
gonna,1,0.0,neutral
,1,0.0,neutral
awesome,1,1.0,positive
feat,1,0.0,neutral
achiever,1,0.0,neutral
service,1,0.0,neutral
final,1,0.0,neutral
jharkhand,1,0.0,neutral
atleast,1,0.0,neutral
appear,1,0.0,neutral
picture,1,0.0,neutral
creative,1,0.5,positive
different,1,0.0,neutral
mundane,1,-0.16666666666666666,negative
weekdays,1,0.0,neutral
stylingtips,1,0.0,neutral
menswear,1,0.0,neutral
ntot,1,0.0,neutral
rcise,1,0.0,neutral
caniste,1,0.0,neutral
salon,1,0.0,neutral
works,1,0.0,neutral
medium,1,0.0,neutral
beauticians,1,0.0,neutral
stylists,1,0.0,neutral
rtheir,1,0.0,neutral
customers,1,0.0,neutral
communication,1,0.0,neutral
norm,1,0.0,neutral
successful,1,0.75,positive
testimonial,1,0.0,neutral
nindians,1,0.0,neutral
administrates,1,0.0,neutral
healthy,1,0.5,positive
nuse,1,0.0,neutral
deto,1,0.0,neutral
fying,1,0.0,neutral
cleaning,1,0.0,neutral
gel,1,0.0,neutral
slightly,1,-0.16666666666666666,negative
sept,1,0.0,neutral
recoverie,1,0.0,neutral
turning,1,0.0,neutral
odishanews,1,0.0,neutral
covidpandemic,1,0.0,neutral
perfect,1,1.0,positive
skincare,1,0.0,neutral
healthyskin,1,0.0,neutral
nindia,1,0.0,neutral
willing,1,0.25,positive
uttar,1,0.0,neutral
districts,1,0.0,neutral
planning,1,0.0,neutral
humour,1,0.0,neutral
difficult,1,-0.5,negative
smita,1,0.0,neutral
shukravaar,1,0.0,neutral
bs,1,0.0,neutral
cleanliness,1,0.0,neutral
strictness,1,0.0,neutral
nwill,1,0.0,neutral
choice,1,0.0,neutral
captaincy,1,0.0,neutral
rohitsharma,1,0.0,neutral
rohit,1,0.0,neutral
rohithsharma,1,0.0,neutral
viratkohli,1,0.0,neutral
rc,1,0.0,neutral
appleevent,1,0.0,neutral
minute,1,0.0,neutral
nalready,1,0.0,neutral
approves,1,0.0,neutral
eli,1,0.0,neutral
lilly,1,0.0,neutral
drug,1,0.0,neutral
treating,1,0.0,neutral
elililly,1,0.0,neutral
yoshihidesuga,1,0.0,neutral
comparatively,1,0.0,neutral
tame,1,-0.21666666666666667,negative
flirtations,1,0.0,neutral
scandal,1,0.0,neutral
eyebrows,1,0.0,neutral
administra,1,0.0,neutral
punja,1,0.0,neutral
starts,1,0.0,neutral
genomesequencing,1,0.0,neutral
patiala,1,0.0,neutral
punjabnews,1,0.0,neutral
pilgrims,1,0.0,neutral
attend,1,0.0,neutral
annual,1,0.0,neutral
marian,1,0.0,neutral
pilgrimage,1,0.0,neutral
torrential,1,0.0,neutral
rain,1,0.0,neutral
hw,1,0.0,neutral
unique,1,0.375,positive
project,1,0.0,neutral
namma,1,0.0,neutral
sentiment,1,0.0,neutral
film,1,0.0,neutral
climax,1,0.0,neutral
touching,1,0.5,positive
ncomplete,1,0.0,neutral
stupendous,1,0.0,neutral
crushing,1,0.4,positive
impacts,1,0.0,neutral
drivers,1,0.0,neutral
rentals,1,0.0,neutral
outstanding,1,0.5,positive
nall,1,0.0,neutral
well,1,0.0,neutral
strong,1,0.4333333333333333,positive
nat,1,0.0,neutral
showing,1,0.0,neutral
metgala,1,0.0,neutral
deficiency,1,0.0,neutral
hypovitaminosis,1,0.0,neutral
defined,1,0.0,neutral
vaccinedeaths,1,0.0,neutral
cheap,1,0.4,positive
readily,1,0.2,positive
adults,1,0.0,neutral
course,1,0.0,neutral
ivermectin,1,0.0,neutral
vs,1,0.0,neutral
placebo,1,0.0,neutral
improve,1,0.0,neutral
kindly,1,0.6,positive
safekovai,1,0.0,neutral
went,1,0.0,neutral
stock,1,0.0,neutral
within,1,0.0,neutral
give,1,0.0,neutral
receiving,1,0.0,neutral
mails,1,0.0,neutral
cus,1,0.0,neutral
came,1,0.0,neutral
airport,1,0.0,neutral
nflying,1,0.0,neutral
ahmedabad,1,0.0,neutral
nwear,1,0.0,neutral
yr,1,0.0,neutral
widow,1,0.0,neutral
apply,1,0.0,neutral
relief,1,0.0,neutral
husband,1,0.0,neutral
despite,1,0.0,neutral
num,1,0.0,neutral
days,1,0.0,neutral
activ,1,0.0,neutral
conclave,1,0.0,neutral
monday,1,0.0,neutral
varian,1,0.0,neutral
might,1,0.0,neutral
animal,1,0.0,neutral
origins,1,0.0,neutral
finds,1,0.0,neutral
driven,1,0.0,neutral
largely,1,0.21428571428571427,positive
kenya,1,0.0,neutral
ctly,1,0.0,neutral
stunt,1,0.0,neutral
ear,1,0.0,neutral
oct,1,0.0,neutral
briflynews,1,0.0,neutral
combined,1,0.0,neutral
climatecrisis,1,0.0,neutral
stolen,1,0.0,neutral
gains,1,0.0,neutral
achieved,1,0.0,neutral
limit,1,0.0,neutral
abilities,1,0.0,neutral
ntake,1,0.0,neutral
business,1,0.0,neutral
bmdu,1,0.0,neutral
crowds,1,0.0,neutral
roads,1,0.0,neutral
byculla,1,0.0,neutral
tardeo,1,0.0,neutral
lalbaug,1,0.0,neutral
parel,1,0.0,neutral
known,1,0.0,neutral
grand,1,0.5,positive
celebrations,1,0.0,neutral
overtakes,1,0.0,neutral
economically,1,0.3,positive
developmentally,1,0.0,neutral
forward,1,0.0,neutral
avera,1,0.0,neutral
magahi,1,0.0,neutral
maithili,1,0.0,neutral
bhojpuri,1,0.0,neutral
bangla,1,0.0,neutral
locallanguages,1,0.0,neutral
un,1,0.0,neutral
bar,1,0.0,neutral
unvaccinated,1,0.0,neutral
assembly,1,0.0,neutral
knows,1,0.0,neutral
briefs,1,0.0,neutral
nvideo,1,0.0,neutral
owner,1,0.0,neutral
diagnostic,1,0.0,neutral
cancers,1,0.0,neutral
religious,1,0.0,neutral
gatherings,1,0.0,neutral
facilitate,1,0.0,neutral
rapid,1,0.0,neutral
susceptible,1,0.0,neutral
frontlineworkers,1,0.0,neutral
nhuge,1,0.0,neutral
li,1,0.0,neutral
press,1,0.0,neutral
briefing,1,0.0,neutral
actions,1,0.0,neutral
mehra,1,0.0,neutral
liberandu,1,0.0,neutral
soon,1,0.0,neutral
spook,1,0.0,neutral
nlimited,1,0.0,neutral
quantities,1,0.0,neutral
chhattisgarh,1,0.0,neutral
aaradhya,1,0.0,neutral
gratitude,1,0.0,neutral
stayhomestaysafe,1,0.0,neutral
sails,1,0.0,neutral
lower,1,0.0,neutral
loom,1,0.0,neutral
relevant,1,0.4,positive
answering,1,0.0,neutral
trusted,1,0.0,neutral
occasion,1,0.0,neutral
pmmodibirthday,1,0.0,neutral
pas,1,0.0,neutral
indeed,1,0.0,neutral
canister,1,0.0,neutral
server,1,0.0,neutral
paced,1,0.0,neutral
waiting,1,0.0,neutral
saralbharatnews,1,0.0,neutral
vaccineseva,1,0.0,neutral
seems,1,0.0,neutral
likely,1,0.0,neutral
staggering,1,0.0,neutral
covidcases,1,0.0,neutral
