bigram,repetation,polarity,sentiment
adjustment holiday,1,0.0,neutral
holiday schedules,1,0.0,neutral
schedules important,1,0.4,positive
important steps,1,0.4,positive
steps undertaken,1,0.0,neutral
may liquor,1,0.0,neutral
liquor shops,1,0.0,neutral
shops opened,1,0.0,neutral
opened mumbai,1,0.0,neutral
mumbai first,1,0.25,positive
time nationwide,1,0.0,neutral
nationwide lockdown,1,0.0,neutral
lockdown announce,1,0.0,neutral
th gst,1,0.0,neutral
gst council,1,0.0,neutral
council announces,1,0.0,neutral
announces people,1,0.0,neutral
people friendly,1,0.375,positive
friendly measures,1,0.375,positive
measures e,1,0.0,neutral
e ends,1,0.0,neutral
ends rate,1,0.0,neutral
rate concessions,1,0.0,neutral
concessions covid,1,0.0,neutral
amp drugs,1,0.0,neutral
drugs n,1,0.0,neutral
n read,1,0.0,neutral
wearing amp,1,0.0,neutral
amp say,1,0.0,neutral
effective n,1,0.6,positive
n face,1,0.0,neutral
masks cause,1,0.0,neutral
cause hypo,1,0.0,neutral
hypo bacterial,1,0.0,neutral
bacterial pne,1,0.0,neutral
happy share,1,0.8,positive
share recognised,1,0.0,neutral
recognised sakshitv,1,0.0,neutral
sakshitv th,1,0.0,neutral
th amp,1,0.0,neutral
amp th,1,0.0,neutral
th edition,1,0.0,neutral
edition sakshie,1,0.0,neutral
sakshie ellenceawards,1,0.0,neutral
ellenceawards n,1,0.0,neutral
n young,1,0.1,positive
strike cleanupmashall,1,0.0,neutral
cleanupmashall dadagiri,1,0.0,neutral
dadagiri clicking,1,0.0,neutral
clicking pics,1,0.0,neutral
pics n,1,0.0,neutral
n nis,1,0.0,neutral
nis hv,1,0.0,neutral
hv right,1,0.2857142857142857,positive
safe wear,1,0.5,positive
n tiruvallurcollector,1,0.0,neutral
tiruvallurcollector n,1,0.0,neutral
n coronaawareness,1,0.0,neutral
coronaawareness coronaawarenesscampaign,1,0.0,neutral
way wishing,1,0.0,neutral
wishing pm,1,0.0,neutral
ji contributing,1,0.0,neutral
contributing campaign,1,0.0,neutral
campaign sabkovaccinemuftvaccine,1,0.0,neutral
sabkovaccinemuftvaccine getti,1,0.0,neutral
first charter,1,0.25,positive
charter flight,1,0.0,neutral
flight passengers,1,0.0,neutral
passengers using,1,0.0,neutral
using digitalhealth,1,0.0,neutral
digitalhealth pass,1,0.0,neutral
another e,1,0.0,neutral
e mple,1,0.0,neutral
mple consequences,1,0.0,neutral
pandemic beyond,1,0.0,neutral
beyond obvious,1,0.0,neutral
obvious health,1,0.0,neutral
health economic,1,0.2,positive
economic effects,1,0.2,positive
celebrated birthday,1,0.35,positive
birthday facilitating,1,0.0,neutral
facilitating mega,1,0.0,neutral
drive across,1,0.0,neutral
across cou,1,0.0,neutral
huge birthday,1,0.4000000000000001,positive
surprise target,1,0.0,neutral
happybirthdaymodiji first,1,0.25,positive
first covishield,1,0.25,positive
covishield n,1,0.0,neutral
n birthday,1,0.0,neutral
birthday vaccine,1,0.0,neutral
vaccine covidvaccinated,1,0.0,neutral
covidvaccinated n,1,0.0,neutral
covid ntoday,1,0.0,neutral
ntoday f,1,0.0,neutral
f took,1,0.0,neutral
took first,1,0.25,positive
first f,1,0.25,positive
f dose,1,0.0,neutral
dose ncovid,1,0.0,neutral
ncovid vaccine,1,0.0,neutral
vaccine request,1,0.0,neutral
request f,1,0.0,neutral
f nyou,1,0.0,neutral
nyou covid,1,0.0,neutral
covid vacci,1,0.0,neutral
way wish,1,0.0,neutral
wish prime,1,0.0,neutral
ji birthday,1,0.0,neutral
birthday least,1,-0.3,negative
one person,1,0.0,neutral
person vaccin,1,0.0,neutral
n rogers,1,0.0,neutral
rogers n,1,0.0,neutral
covid health,1,0.0,neutral
health bulletin,1,0.0,neutral
bulletin today,1,0.0,neutral
today new,1,0.13636363636363635,positive
new corona,1,0.13636363636363635,positive
corona cases,1,0.0,neutral
cases registered,1,0.0,neutral
registered kerala,1,0.0,neutral
v useful,1,0.3,positive
useful information,1,0.3,positive
information india,1,0.0,neutral
real hero,1,0.2,positive
hero mr,1,0.0,neutral
mr javed,1,0.0,neutral
javed khan,1,0.0,neutral
khan auto,1,0.0,neutral
auto driver,1,0.0,neutral
driver bhopal,1,0.0,neutral
bhopal converted,1,0.0,neutral
converted auto,1,0.0,neutral
auto ambulance,1,0.0,neutral
ambulance corona,1,0.0,neutral
funny f,1,0.25,positive
n amazing,1,0.6000000000000001,positive
amazing alluarjun,1,0.6000000000000001,positive
alluarjun prabhas,1,0.0,neutral
prabhas trending,1,0.0,neutral
trending img,1,0.0,neutral
img ct,1,0.0,neutral
ct memes,1,0.0,neutral
memes quotes,1,0.0,neutral
quotes youtube,1,0.0,neutral
youtube youtuber,1,0.0,neutral
youtuber lol,1,0.8,positive
lol ps,1,0.8,positive
ps viral,1,0.0,neutral
viral video,1,0.0,neutral
antibodies found,1,0.0,neutral
found mumbaikars,1,0.0,neutral
mumbaikars n,1,0.0,neutral
n levels,1,0.0,neutral
levels much,1,0.2,positive
much higher,1,0.25,positive
higher previous,1,0.04166666666666667,positive
previous rounds,1,-0.16666666666666666,negative
rounds stresses,1,0.0,neutral
happy biswakarmapuja,1,0.8,positive
biswakarmapuja stay,1,0.0,neutral
safe maskup,1,0.5,positive
women says,1,0.0,neutral
says icmr,1,0.0,neutral
study firstpost,1,0.0,neutral
first start,1,0.25,positive
start study,1,0.0,neutral
study sectors,1,0.0,neutral
sectors may,1,0.0,neutral
may outperform,1,0.0,neutral
outperform sectors,1,0.0,neutral
sectors n,1,0.0,neutral
nthat means,1,0.0,neutral
means sectoral,1,0.0,neutral
sectoral study,1,0.0,neutral
study must,1,0.0,neutral
state bjp,1,0.0,neutral
bjp unit,1,0.0,neutral
unit busy,1,0.1,positive
busy photo,1,0.1,positive
photo events,1,0.0,neutral
events kudos,1,0.0,neutral
kudos empathetic,1,0.0,neutral
empathetic leaders,1,0.0,neutral
leaders touring,1,0.0,neutral
request n,1,0.0,neutral
n nmany,1,0.0,neutral
nmany asking,1,0.0,neutral
asking n,1,0.0,neutral
kar mina,1,0.0,neutral
mina dot,1,0.0,neutral
dot mask,1,0.0,neutral
mask rebuying,1,0.0,neutral
rebuying n,1,0.0,neutral
n nsome,1,0.0,neutral
nsome missed,1,0.0,neutral
missed old,1,0.1,positive
old rally,1,0.1,positive
rally posted,1,0.0,neutral
posted newone,1,0.0,neutral
cif want,1,0.0,neutral
want live,1,0.13636363636363635,positive
live happy,1,0.4681818181818182,positive
happy life,1,0.8,positive
life tie,1,0.0,neutral
tie goal,1,0.0,neutral
goal people,1,0.0,neutral
people things,1,0.0,neutral
things n,1,0.0,neutral
report herd,1,0.0,neutral
herd immunity,1,0.0,neutral
immunity focused,1,0.0,neutral
focused vax,1,0.0,neutral
vax missing,1,-0.2,negative
missing important,1,0.1,positive
important factor,1,0.4,positive
factor millions,1,0.0,neutral
millions develop,1,0.0,neutral
develop anti,1,0.0,neutral
beautiful f,1,0.85,positive
f vaccinationdrive,1,0.0,neutral
vaccinationdrive covid,1,0.0,neutral
covid indiafightscorona,1,0.0,neutral
nice week,1,0.6,positive
n veerandrasingh,1,0.0,neutral
veerandrasingh hollywood,1,0.0,neutral
hollywood investors,1,0.0,neutral
investors producers,1,0.0,neutral
producers actors,1,0.0,neutral
actors director,1,0.0,neutral
director models,1,0.0,neutral
models fitness,1,0.0,neutral
underneath uk,1,0.0,neutral
uk impressive,1,1.0,positive
impressive national,1,1.0,positive
national covid,1,0.0,neutral
vaccine statistics,1,0.0,neutral
statistics troubling,1,0.0,neutral
troubling inequalities,1,0.0,neutral
inequalities across,1,0.0,neutral
across age,1,0.0,neutral
age ethnic,1,0.0,neutral
good happened,1,0.7,positive
happened mahavasoolagadi,1,0.0,neutral
mahavasoolagadi today,1,0.0,neutral
today sachinwaze,1,0.0,neutral
sachinwaze e,1,0.0,neutral
e ose,1,0.0,neutral
ose heat,1,0.0,neutral
heat arnabgoswami,1,0.0,neutral
arnabgoswami case,1,0.0,neutral
case ruli,1,0.0,neutral
enjoy parent,1,0.4,positive
parent certainly,1,0.21428571428571427,positive
certainly widened,1,0.21428571428571427,positive
widened understanding,1,0.0,neutral
understanding behavior,1,0.0,neutral
behavior children,1,0.0,neutral
children n,1,0.0,neutral
n mentalhealthbytripti,1,0.0,neutral
reopen colleges,1,0.0,neutral
colleges makes,1,0.0,neutral
makes covid,1,0.0,neutral
vaccine first,1,0.25,positive
dose must,1,0.0,neutral
owing pandemic,1,0.0,neutral
pandemic situation,1,0.0,neutral
situation last,1,0.0,neutral
year festival,1,0.0,neutral
festival held,1,0.0,neutral
held complete,1,0.1,positive
complete virtual,1,0.1,positive
virtual mode,1,0.0,neutral
mode n,1,0.0,neutral
n time,1,0.0,neutral
time news,1,0.0,neutral
indiafightscorona e,1,0.0,neutral
children mild,1,0.3333333333333333,positive
f fin,1,0.0,neutral
fin mild,1,0.3333333333333333,positive
mild cases,1,0.3333333333333333,positive
cases symptomatic,1,0.0,neutral
symptomatic treatme,1,0.0,neutral
doses provided,1,0.0,neutral
provided states,1,0.0,neutral
uts far,1,0.1,positive
far govt,1,0.1,positive
govt india,1,0.0,neutral
crore inoculated,1,0.0,neutral
inoculated day,1,0.0,neutral
day wow,1,0.1,positive
wow pace,1,0.1,positive
pace ngreat,1,0.0,neutral
ngreat achievement,1,0.0,neutral
achievement n,1,0.0,neutral
n largestvaccinationdrive,1,0.0,neutral
introducing ct,1,0.0,neutral
ct rated,1,0.0,neutral
rated smartmidline,1,0.0,neutral
smartmidline catheter,1,0.0,neutral
catheter safe,1,0.5,positive
safe vascular,1,0.5,positive
vascular access,1,0.0,neutral
access device,1,0.0,neutral
device peripheral,1,0.0,neutral
peripheral iv,1,0.0,neutral
iv infusion,1,0.0,neutral
infusion lasting,1,0.0,neutral
wise death,1,0.7,positive
death cases,1,0.0,neutral
ntotal deaths,1,0.0,neutral
huge nis,1,0.4000000000000001,positive
nis birthday,1,0.0,neutral
surprise targe,1,0.0,neutral
birthday ji,1,0.0,neutral
ji nworld,1,0.0,neutral
nworld record,1,0.0,neutral
record million,1,0.0,neutral
million vaccine,1,0.0,neutral
today congratulations,1,0.0,neutral
india heartiest,1,0.0,neutral
heartiest thanks,1,0.2,positive
crore plus,1,0.0,neutral
plus doses,1,0.0,neutral
administered today,1,0.0,neutral
n ncongratulations,1,0.0,neutral
ncongratulations f,1,0.0,neutral
f achieving,1,0.0,neutral
achieving tremendous,1,0.3333333333333333,positive
tremendous milestone,1,0.3333333333333333,positive
massive two,1,0.0,neutral
indians vaccinated,1,0.0,neutral
vaccinated counting,1,0.0,neutral
counting today,1,0.0,neutral
today important,1,0.4,positive
important achievement,1,0.4,positive
achievement fight,1,0.0,neutral
fight ag,1,0.0,neutral
n bharat,1,0.0,neutral
bharat proudly,1,0.8,positive
proudly celebrating,1,0.8,positive
celebrating happybdaymodiji,1,0.0,neutral
happybdaymodiji f,1,0.0,neutral
n mil,1,0.0,neutral
mil grote,1,0.0,neutral
grote always,1,0.0,neutral
study followed,1,0.0,neutral
followed women,1,0.0,neutral
women registered,1,0.0,neutral
registered pregcovid,1,0.0,neutral
pregcovid registry,1,0.0,neutral
registry found,1,0.0,neutral
found vaccinated,1,0.0,neutral
vaccinated pregnant,1,0.3333333333333333,positive
collect rati,1,0.0,neutral
using mask,1,0.0,neutral
mask getting,1,0.0,neutral
vaccinated unlock,1,0.0,neutral
unlock chances,1,0.0,neutral
chances getting,1,0.0,neutral
getting free,1,0.4,positive
free worries,1,0.4,positive
worries stay,1,0.0,neutral
n doitc,1,0.0,neutral
india sunday,1,0.0,neutral
sunday reported,1,0.0,neutral
cases new,1,0.13636363636363635,positive
new deaths,1,0.13636363636363635,positive
deaths data,1,0.0,neutral
data published,1,0.0,neutral
published ministry,1,0.0,neutral
ministry health,1,0.0,neutral
research surveillance,1,0.0,neutral
surveillance pivotal,1,0.5,positive
pivotal address,1,0.5,positive
address covid,1,0.0,neutral
covid epidemics,1,0.0,neutral
epidemics n,1,0.0,neutral
n nicge,1,0.0,neutral
nicge nicolae,1,0.0,neutral
nicolae testemitanu,1,0.0,neutral
testemitanu unive,1,0.0,neutral
covid going,1,0.0,neutral
going done,1,0.0,neutral
covid anytime,1,0.0,neutral
anytime near,1,0.1,positive
near future,1,0.05,positive
future gagand,1,0.0,neutral
ndeaths c,1,0.0,neutral
f np,1,0.0,neutral
dear citizens,1,0.0,neutral
citizens staying,1,0.0,neutral
staying safe,1,0.5,positive
safe taking,1,0.5,positive
taking necessary,1,0.0,neutral
precautions help,1,0.0,neutral
help slow,1,-0.30000000000000004,negative
slow spread,1,-0.30000000000000004,negative
spread vi,1,0.0,neutral
year possible,1,0.0,neutral
possible blessings,1,0.0,neutral
blessings lalbaugcharaja,1,0.0,neutral
lalbaugcharaja mumbai,1,0.0,neutral
mumbai sure,1,0.5,positive
sure bappa,1,0.5,positive
bappa listen,1,0.0,neutral
administered new,1,0.13636363636363635,positive
day doses,1,0.0,neutral
administered record,1,0.0,neutral
record created,1,0.0,neutral
created birthday,1,0.0,neutral
birthday hon,1,0.0,neutral
crore balance,1,0.0,neutral
balance unutilized,1,0.0,neutral
unutilized covid,1,0.0,neutral
still available,1,0.4,positive
available state,1,0.4,positive
big crores,1,0.0,neutral
crores vaccination,1,0.0,neutral
done today,1,0.0,neutral
today far,1,0.1,positive
far still,1,0.1,positive
still n,1,0.0,neutral
happybirthdaymodiji indiafightscorona,1,0.0,neutral
indiafightscorona covid,1,0.0,neutral
vaccines syringe,1,0.0,neutral
syringe protect,1,0.0,neutral
protect severe,1,0.0,neutral
death take,1,0.0,neutral
first available,1,0.325,positive
available opportunity,1,0.4,positive
india able,1,0.5,positive
able vaccinate,1,0.5,positive
vaccinate adult,1,0.1,positive
population least,1,-0.3,negative
dose time,1,0.0,neutral
educational spaces,1,0.25,positive
spaces started,1,0.0,neutral
started opening,1,0.0,neutral
opening students,1,0.0,neutral
students essential,1,0.0,neutral
essential follow,1,0.0,neutral
covid safety,1,0.0,neutral
safety protocols,1,0.0,neutral
screen recorded,1,0.0,neutral
recorded funny,1,0.25,positive
funny video,1,0.25,positive
video covid,1,0.0,neutral
covid funny,1,0.25,positive
funny cheeseburger,1,0.25,positive
anyone hoping,1,0.0,neutral
hoping see,1,0.0,neutral
see light,1,0.4,positive
light end,1,0.4,positive
end covid,1,0.0,neutral
covid tunnel,1,0.0,neutral
tunnel ne,1,0.0,neutral
ne three,1,0.0,neutral
three six,1,0.0,neutral
six months,1,0.0,neutral
months scientists,1,0.0,neutral
covid management,1,0.0,neutral
management amp,1,0.0,neutral
amp india,1,0.0,neutral
india economic,1,0.2,positive
economic industrial,1,0.2,positive
industrial amp,1,0.0,neutral
amp social,1,0.03333333333333333,positive
social refurbishment,1,0.03333333333333333,positive
refurbishment must,1,0.0,neutral
must go,1,0.0,neutral
go hand,1,0.0,neutral
hand hand,1,0.0,neutral
spotted looks,1,0.0,neutral
looks adorable,1,0.5,positive
adorable crop,1,0.5,positive
crop top,1,0.5,positive
top amp,1,0.5,positive
amp jeans,1,0.0,neutral
jeans steps,1,0.0,neutral
steps shopping,1,0.0,neutral
shopping spree,1,0.0,neutral
spree f,1,0.0,neutral
n shrutihaasan,1,0.0,neutral
dro tested,1,0.0,neutral
tested ffp,1,0.0,neutral
ffp n,1,0.0,neutral
mask meltblown,1,0.0,neutral
meltblown ready,1,0.2,positive
ready sale,1,0.2,positive
sale attractive,1,0.8,positive
attractive price,1,0.8,positive
price manufacturer,1,0.0,neutral
manufacturer n,1,0.0,neutral
n mor,1,0.0,neutral
deaths hours,1,0.0,neutral
capital city,1,0.0,neutral
city andaman,1,0.0,neutral
andaman amp,1,0.0,neutral
amp nicobar,1,0.0,neutral
nicobar portblair,1,0.0,neutral
portblair entryway,1,0.0,neutral
entryway rich,1,0.375,positive
rich e,1,0.375,positive
e anse,1,0.0,neutral
anse beauty,1,0.0,neutral
beauty serenity,1,0.0,neutral
karnataka vaccinated,1,0.0,neutral
vaccinated eligible,1,0.0,neutral
eligible population,1,0.0,neutral
population covid,1,0.0,neutral
covid first,1,0.25,positive
dose amp,1,0.0,neutral
amp dos,1,0.0,neutral
interview ale,1,0.0,neutral
ale ndra,1,0.0,neutral
ndra marshall,1,0.0,neutral
marshall freelance,1,0.0,neutral
freelance journalist,1,0.0,neutral
journalist australia,1,0.0,neutral
australia discussing,1,0.0,neutral
discussing new,1,0.13636363636363635,positive
covid restrictions,1,0.0,neutral
restrictions austr,1,0.0,neutral
smart assist,1,0.21428571428571427,positive
assist performs,1,0.0,neutral
performs mask,1,0.0,neutral
wearing monitoring,1,0.0,neutral
monitoring complete,1,0.1,positive
complete body,1,0.1,positive
temperature scanning,1,0.0,neutral
scanning data,1,0.0,neutral
data recording,1,0.0,neutral
recording facial,1,0.0,neutral
facial image,1,0.0,neutral
yes infrastructure,1,0.0,neutral
infrastructure important,1,0.4,positive
important without,1,0.4,positive
solving jo,1,0.0,neutral
jo problems,1,0.0,neutral
without distributing,1,0.0,neutral
distributing free,1,0.4,positive
cabinetsecretary shri,1,0.0,neutral
shri rajiv,1,0.0,neutral
every indian,1,0.0,neutral
indian proud,1,0.8,positive
proud record,1,0.8,positive
record vaccination,1,0.0,neutral
numbers n,1,0.0,neutral
n stepone,1,0.0,neutral
stepone thanks,1,0.2,positive
thanks doctors,1,0.2,positive
doctors innovators,1,0.0,neutral
astrology basic,1,0.0,neutral
basic knowledge,1,0.0,neutral
knowledge f,1,0.0,neutral
n astrostuffs,1,0.0,neutral
astrostuffs astrology,1,0.0,neutral
astrology sundayvibes,1,0.0,neutral
sundayvibes covid,1,0.0,neutral
covid followme,1,0.0,neutral
followme love,1,0.5,positive
love signs,1,0.5,positive
better future,1,0.25,positive
future n,1,0.0,neutral
n degreecolleges,1,0.0,neutral
degreecolleges englishmedium,1,0.0,neutral
englishmedium andhrapradesh,1,0.0,neutral
andhrapradesh people,1,0.0,neutral
people vizag,1,0.0,neutral
vizag coronavirus,1,0.0,neutral
covid deadly,1,-0.2,negative
deadly injections,1,-0.2,negative
injections put,1,0.0,neutral
put risky,1,0.0,neutral
risky spike,1,0.0,neutral
spike proteins,1,0.0,neutral
proteins large,1,0.21428571428571427,positive
large quantity,1,0.21428571428571427,positive
quantity reproductive,1,0.0,neutral
reproductive organs,1,0.0,neutral
organs males,1,0.0,neutral
males females,1,0.0,neutral
coronavirusindiaupdate india,1,0.0,neutral
n coronavirusindia,1,0.0,neutral
coronavirusindia covid,1,0.0,neutral
protribe ideal,1,0.9,positive
ideal health,1,0.9,positive
health care,1,0.0,neutral
care provider,1,0.0,neutral
provider capable,1,0.2,positive
capable handling,1,0.2,positive
handling special,1,0.35714285714285715,positive
special needs,1,0.35714285714285715,positive
needs come,1,0.0,neutral
come aging,1,0.0,neutral
aging via,1,0.0,neutral
via profe,1,0.0,neutral
odisha colleges,1,0.0,neutral
colleges universities,1,0.0,neutral
universities reopen,1,0.0,neutral
reopen first,1,0.25,positive
first year,1,0.25,positive
year undergraduate,1,0.0,neutral
undergraduate students,1,0.0,neutral
students online,1,0.0,neutral
classes continue,1,0.0,neutral
continue parall,1,0.0,neutral
bookings smaller,1,0.0,neutral
smaller idols,1,0.0,neutral
idols trickling,1,0.0,neutral
trickling made,1,0.0,neutral
made kumartuli,1,0.0,neutral
kumartuli artisans,1,0.0,neutral
artisans busy,1,0.1,positive
busy suddenly,1,0.05,positive
suddenly durgapuja,1,0.0,neutral
durgapuja kumartuli,1,0.0,neutral
new normal,1,0.1431818181818182,positive
normal face,1,0.15,positive
masks fast,1,0.2,positive
fast becoming,1,0.325,positive
becoming new,1,0.2931818181818182,positive
age fashion,1,0.0,neutral
fashion accessory,1,0.0,neutral
accessory n,1,0.0,neutral
mask facemask,1,0.0,neutral
facemask covid,1,0.0,neutral
civic body,1,0.0,neutral
body set,1,0.0,neutral
set centres,1,0.0,neutral
centres offering,1,0.0,neutral
offering free,1,0.4,positive
free rt,1,0.4,positive
rt pcr,1,0.0,neutral
pcr tests,1,0.0,neutral
tests people,1,0.0,neutral
people returned,1,0.0,neutral
returned mumbai,1,0.0,neutral
mumbai celebr,1,0.0,neutral
entire country,1,0.0,neutral
country australia,1,0.0,neutral
australia vaccinated,1,0.0,neutral
vaccinated one,1,0.0,neutral
day wish,1,0.0,neutral
wish people,1,0.0,neutral
people celebrated,1,0.35,positive
celebrated kind,1,0.475,positive
yes always,1,0.0,neutral
always cm,1,0.0,neutral
cm sir,1,0.0,neutral
sir ji,1,0.0,neutral
ji nature,1,0.0,neutral
nature towards,1,0.0,neutral
towards people,1,0.0,neutral
people soft,1,0.1,positive
soft heart,1,0.1,positive
heart ident,1,0.0,neutral
africa faces,1,0.0,neutral
faces million,1,0.0,neutral
vaccine shortfall,1,0.0,neutral
shortfall year,1,0.0,neutral
year indiablooms,1,0.0,neutral
news manageme,1,0.0,neutral
historic high,1,0.08,positive
high historic,1,0.08,positive
historic day,1,0.0,neutral
non pm,1,0.0,neutral
pm shri,1,0.0,neutral
shri birthday,1,0.0,neutral
n vaccinations,1,0.0,neutral
n proud,1,0.8,positive
proud covid,1,0.8,positive
n modihaitomumkinhai,1,0.0,neutral
power innovation,1,0.0,neutral
innovation help,1,0.0,neutral
help ai,1,0.0,neutral
ai makes,1,0.0,neutral
makes vaccines,1,0.0,neutral
vaccines covid,1,0.0,neutral
covid available,1,0.4,positive
available fast,1,0.30000000000000004,positive
fast past,1,-0.024999999999999994,negative
past never,1,-0.25,negative
never happened,1,0.0,neutral
vaccines available,1,0.4,positive
available tamilnadu,1,0.4,positive
tamilnadu second,1,0.0,neutral
second mega,1,0.0,neutral
mega vaccination,1,0.0,neutral
camp held,1,0.0,neutral
keep calm,1,0.30000000000000004,positive
calm wear,1,0.30000000000000004,positive
mask always,1,0.0,neutral
always nprotect,1,0.0,neutral
nprotect covid,1,0.0,neutral
n beekayturbotmt,1,0.0,neutral
beekayturbotmt solidbharosa,1,0.0,neutral
solidbharosa wecare,1,0.0,neutral
wecare afety,1,0.0,neutral
minister mansukh,1,0.0,neutral
mansukh mandaviya,1,0.0,neutral
mandaviya repeated,1,0.0,neutral
repeated misleading,1,0.0,neutral
misleading claim,1,0.0,neutral
claim sabko,1,0.0,neutral
sabko vaccine,1,0.0,neutral
vaccine muft,1,0.0,neutral
muft vaccine,1,0.0,neutral
vaccine free,1,0.4,positive
free vaccine,1,0.4,positive
virtual entity,1,0.0,neutral
entity company,1,0.0,neutral
company run,1,0.0,neutral
run multiple,1,0.0,neutral
multiple investors,1,0.0,neutral
investors abundant,1,0.6,positive
abundant funds,1,0.6,positive
funds available,1,0.4,positive
available multiple,1,0.2,positive
multiple op,1,0.0,neutral
cases ntota,1,0.0,neutral
asking everyone,1,0.0,neutral
everyone use,1,0.0,neutral
use mask,1,0.0,neutral
mask capable,1,0.2,positive
capable clean,1,0.2833333333333333,positive
clean garbage,1,0.3666666666666667,positive
always meaningful,1,0.5,positive
meaningful working,1,0.5,positive
working day,1,0.0,neutral
day sharana,1,0.0,neutral
sharana n,1,0.0,neutral
n meeting,1,0.0,neutral
meeting earlier,1,0.0,neutral
earlier morning,1,0.0,neutral
northern region,1,0.0,neutral
region india,1,0.0,neutral
india comprises,1,0.0,neutral
comprises mountains,1,0.0,neutral
mountains ganges,1,0.0,neutral
ganges historical,1,0.0,neutral
historical monuments,1,0.0,neutral
monuments ensuring,1,0.0,neutral
ensuring complete,1,0.1,positive
responsible citizen,1,0.2,positive
citizen amp,1,0.0,neutral
amp follow,1,0.0,neutral
follow rules,1,0.0,neutral
rules cur,1,0.0,neutral
cur covid,1,0.0,neutral
covid spread,1,0.0,neutral
spread n,1,0.0,neutral
covid covidvacccine,1,0.0,neutral
important point,1,0.4,positive
point raised,1,0.0,neutral
raised pandemic,1,0.0,neutral
pandemic continues,1,0.0,neutral
continues responding,1,0.0,neutral
responding covid,1,0.0,neutral
covid eme,1,0.0,neutral
convents philippines,1,0.0,neutral
philippines go,1,0.0,neutral
lockdown person,1,0.0,neutral
person dies,1,0.0,neutral
dies nuns,1,0.0,neutral
staff test,1,0.0,neutral
nbut first,1,0.25,positive
collect ration,1,0.0,neutral
wave really,1,0.2,positive
really need,1,0.2,positive
need vaccine,1,0.0,neutral
vaccine boostershots,1,0.0,neutral
boostershots nget,1,0.0,neutral
nget answer,1,0.0,neutral
centre allows,1,0.0,neutral
allows flights,1,0.0,neutral
flights operate,1,0.0,neutral
operate pc,1,0.0,neutral
pc pre,1,0.0,neutral
pre covid,1,0.0,neutral
covid capacity,1,0.0,neutral
capacity eases,1,0.0,neutral
eases fare,1,0.0,neutral
fare rules,1,0.0,neutral
rules indiablooms,1,0.0,neutral
first por,1,0.25,positive
around mumbaikar,1,0.0,neutral
mumbaikar may,1,0.0,neutral
developed antibodies,1,0.1,positive
antibodies n,1,0.0,neutral
hours daily,1,0.0,neutral
daily positivity,1,0.0,neutral
rate n,1,0.0,neutral
e ert,1,0.0,neutral
ert noted,1,0.0,neutral
noted people,1,0.0,neutral
people find,1,0.0,neutral
find period,1,0.0,neutral
period returns,1,0.0,neutral
returns normal,1,0.15,positive
normal following,1,0.075,positive
following cycle,1,0.0,neutral
cycle important,1,0.4,positive
campuses back,1,0.0,neutral
smile india,1,0.3,positive
india trust,1,0.0,neutral
trust activity,1,0.0,neutral
activity distributing,1,0.0,neutral
distributing bed,1,0.0,neutral
bed sheet,1,0.0,neutral
sheet needy,1,0.0,neutral
needy people,1,0.0,neutral
people thank,1,0.0,neutral
thank every,1,0.0,neutral
every one,1,0.0,neutral
one volunteers,1,0.0,neutral
volunteers f,1,0.0,neutral
deaths reported,1,0.0,neutral
reported last,1,0.0,neutral
india kerala,1,0.0,neutral
kerala recorded,1,0.0,neutral
recorded covid,1,0.0,neutral
covid ca,1,0.0,neutral
join space,1,0.0,neutral
space largestvaccinedrive,1,0.0,neutral
n appeals,1,0.0,neutral
appeals eligible,1,0.0,neutral
eligible people,1,0.0,neutral
people cachar,1,0.0,neutral
cachar take,1,0.0,neutral
first second,1,0.125,positive
fabulous continue,1,0.4,positive
continue till,1,0.0,neutral
till every,1,0.0,neutral
every citizen,1,0.0,neutral
citizen india,1,0.0,neutral
india done,1,0.0,neutral
done vaccination,1,0.0,neutral
true suffering,1,0.35,positive
suffering diseases,1,0.0,neutral
diseases covid,1,0.0,neutral
moment india,1,0.0,neutral
covid covidvaccination,1,0.0,neutral
covidvaccination n,1,0.0,neutral
n coronadebat,1,0.0,neutral
coronadebat modihaitohmumkinhai,1,0.0,neutral
modihaitohmumkinhai corona,1,0.0,neutral
one thing,1,0.0,neutral
thing sure,1,0.5,positive
sure none,1,0.5,positive
none political,1,0.0,neutral
political parties,1,0.0,neutral
parties whether,1,0.0,neutral
whether power,1,0.0,neutral
power opposition,1,0.0,neutral
opposition gives,1,0.0,neutral
gives damn,1,0.0,neutral
damn covid,1,0.0,neutral
vaccine administered,1,0.0,neutral
administered pan,1,0.0,neutral
pan india,1,0.0,neutral
many tests,1,0.5,positive
conducted saturday,1,0.0,neutral
saturday taking,1,0.0,neutral
taking total,1,0.0,neutral
total cumulative,1,0.0,neutral
cumulative tests,1,0.0,neutral
conducted far,1,0.1,positive
far detect,1,0.1,positive
doses age,1,0.0,neutral
age wise,1,0.7,positive
wise distribution,1,0.7,positive
distribution september,1,0.0,neutral
th till,1,0.0,neutral
till n,1,0.0,neutral
india progressing,1,0.0,neutral
progressing fast,1,0.2,positive
fast leading,1,0.2,positive
leading world,1,0.0,neutral
world administering,1,0.0,neutral
administering covid,1,0.0,neutral
vaccines book,1,0.0,neutral
book dose,1,0.0,neutral
positive pregnant,1,0.2803030303030303,positive
women need,1,0.0,neutral
need immediate,1,0.0,neutral
immediate medical,1,0.0,neutral
